,Year ending March,Postcode,Suburb/Town Name,Offence Division,Offence Subdivision,Offence Subgroup,Incidents Recorded,Offence Subgroup Code,Offence Subgroup Name,Crime Severity,Severity Total Score
28339,2018,3860,VALENCIA CREEK,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,1,A212,Non-FV Serious assault,10,10
28342,2018,3862,COBBANNAH,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,1,A89,Other dangerous or negligent acts endangering people,7,7
28345,2018,3862,DARGO,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,5,A232,Non-FV Common assault,10,50
28346,2018,3862,DARGO,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2,A212,Non-FV Serious assault,10,20
28347,2018,3862,DARGO,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,1,A732,Non-FV Threatening behaviour,7,7
28348,2018,3862,DARGO,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,1,A89,Other dangerous or negligent acts endangering people,7,7
28356,2018,3862,DARGO,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,1,D23,Offensive conduct,5,5
28357,2018,3862,DARGO,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,1,D21,Riot and affray,6,6
28361,2018,3862,MUNRO,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,1,A89,Other dangerous or negligent acts endangering people,7,7
28366,2018,3862,STRATFORD,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,3,A232,Non-FV Common assault,10,30
28369,2018,3862,STRATFORD,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,1,A732,Non-FV Threatening behaviour,7,7
28370,2018,3862,STRATFORD,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,1,A83,Throw or discharge object endangering people,7,7
28387,2018,3862,STRATFORD,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,1,D23,Offensive conduct,5,5
28391,2018,3862,WATERFORD,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,1,D35,Improper movement on public or private space,4,4
28400,2018,3865,LINDENOW,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,4,A232,Non-FV Common assault,10,40
28409,2018,3869,YINNAR,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,1,A232,Non-FV Common assault,10,10
28410,2018,3869,YINNAR,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,1,A212,Non-FV Serious assault,10,10
28420,2018,3869,YINNAR SOUTH,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,1,A212,Non-FV Serious assault,10,10
28425,2018,3869,YINNAR SOUTH,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,1,D23,Offensive conduct,5,5
28427,2018,3870,BOOLARRA,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2,A232,Non-FV Common assault,10,20
28428,2018,3870,BOOLARRA,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,1,A212,Non-FV Serious assault,10,10
28429,2018,3870,BOOLARRA,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,1,A712,Non-FV Stalking,10,10
28441,2018,3870,BOOLARRA,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,1,D22,Drunk and disorderly in public,4,4
28444,2018,3870,BUDGEREE,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,1,A83,Throw or discharge object endangering people,7,7
28447,2018,3870,BUDGEREE,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,1,D22,Drunk and disorderly in public,4,4
28453,2018,3871,MIRBOO,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,1,A212,Non-FV Serious assault,10,10
28456,2018,3871,MIRBOO NORTH,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,5,A232,Non-FV Common assault,10,50
28458,2018,3871,MIRBOO NORTH,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,4,A212,Non-FV Serious assault,10,40
28461,2018,3871,MIRBOO NORTH,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,2,A712,Non-FV Stalking,10,20
28463,2018,3871,MIRBOO NORTH,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,1,A89,Other dangerous or negligent acts endangering people,7,7
28464,2018,3871,MIRBOO NORTH,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,1,A81,Dangerous driving,7,7
28477,2018,3871,MIRBOO NORTH,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,3,D23,Offensive conduct,5,15
28478,2018,3871,MIRBOO NORTH,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,1,D22,Drunk and disorderly in public,4,4
28483,2018,3873,GORMANDALE,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2,A232,Non-FV Common assault,10,20
28484,2018,3873,GORMANDALE,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,1,A732,Non-FV Threatening behaviour,7,7
28485,2018,3873,GORMANDALE,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,1,A89,Other dangerous or negligent acts endangering people,7,7
28502,2018,3874,WOODSIDE,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,1,A232,Non-FV Common assault,10,10
28504,2018,3874,WOODSIDE,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,1,A212,Non-FV Serious assault,10,10
28510,2018,3874,WOODSIDE,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,1,D23,Offensive conduct,5,5
28511,2018,3874,WOODSIDE,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray,1,D21,Riot and affray,6,6
28516,2018,3875,BAIRNSDALE,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,28,A232,Non-FV Common assault,10,280
28518,2018,3875,BAIRNSDALE,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,44,A212,Non-FV Serious assault,10,440
28522,2018,3875,BAIRNSDALE,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,8,A732,Non-FV Threatening behaviour,7,56
28525,2018,3875,BAIRNSDALE,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking,2,A712,Non-FV Stalking,10,20
28527,2018,3875,BAIRNSDALE,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,8,A89,Other dangerous or negligent acts endangering people,7,56
28528,2018,3875,BAIRNSDALE,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,9,A83,Throw or discharge object endangering people,7,63
28529,2018,3875,BAIRNSDALE,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,1,A81,Dangerous driving,7,7
28557,2018,3875,BAIRNSDALE,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,6,D24,Offensive language,3,18
28558,2018,3875,BAIRNSDALE,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,19,D23,Offensive conduct,5,95
28559,2018,3875,BAIRNSDALE,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,48,D22,Drunk and disorderly in public,4,192
28560,2018,3875,BAIRNSDALE,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,7,D35,Improper movement on public or private space,4,28
28561,2018,3875,BAIRNSDALE,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes,1,D32,Hoaxes,7,7
28570,2018,3875,BAIRNSDALE EAST,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,1,A232,Non-FV Common assault,10,10
28572,2018,3875,BAIRNSDALE EAST,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2,A212,Non-FV Serious assault,10,20
28574,2018,3875,BAIRNSDALE EAST,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,1,A89,Other dangerous or negligent acts endangering people,7,7
28575,2018,3875,BAIRNSDALE EAST,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people,1,A83,Throw or discharge object endangering people,7,7
28583,2018,3875,BAIRNSDALE EAST,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,4,D23,Offensive conduct,5,20
28584,2018,3875,BAIRNSDALE EAST,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,1,D22,Drunk and disorderly in public,4,4
28593,2018,3875,EAST BAIRNSDALE,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,2,A232,Non-FV Common assault,10,20
28595,2018,3875,EAST BAIRNSDALE,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,1,A212,Non-FV Serious assault,10,10
28597,2018,3875,EAST BAIRNSDALE,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,1,A732,Non-FV Threatening behaviour,7,7
28599,2018,3875,EAST BAIRNSDALE,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,1,A89,Other dangerous or negligent acts endangering people,7,7
28610,2018,3875,EAST BAIRNSDALE,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,1,D24,Offensive language,3,3
28611,2018,3875,EAST BAIRNSDALE,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct,2,D23,Offensive conduct,5,10
28615,2018,3875,EASTWOOD,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,1,A232,Non-FV Common assault,10,10
28617,2018,3875,EASTWOOD,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,1,A212,Non-FV Serious assault,10,10
28633,2018,3875,EASTWOOD,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,1,D24,Offensive language,3,3
28634,2018,3875,EASTWOOD,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,2,D22,Drunk and disorderly in public,4,8
28635,2018,3875,EASTWOOD,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,1,D35,Improper movement on public or private space,4,4
28645,2018,3875,FORGE CREEK,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,1,D22,Drunk and disorderly in public,4,4
28659,2018,3875,LINDENOW SOUTH,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving,1,A81,Dangerous driving,7,7
28667,2018,3875,LUCKNOW,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,5,A212,Non-FV Serious assault,10,50
28669,2018,3875,LUCKNOW,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour,1,A732,Non-FV Threatening behaviour,7,7
28670,2018,3875,LUCKNOW,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people,1,A89,Other dangerous or negligent acts endangering people,7,7
28680,2018,3875,LUCKNOW,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language,1,D24,Offensive language,3,3
28681,2018,3875,LUCKNOW,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space,1,D35,Improper movement on public or private space,4,4
28686,2018,3875,MOUNT TAYLOR,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,1,A212,Non-FV Serious assault,10,10
28690,2018,3875,NEWLANDS ARM,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault,1,A232,Non-FV Common assault,10,10
28692,2018,3875,NEWLANDS ARM,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault,2,A212,Non-FV Serious assault,10,20
28699,2018,3875,NEWLANDS ARM,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public,1,D22,Drunk and disorderly in public,4,4
